Course,URL,instructor,Price (full),Price (discount),Rank
Become a SuperLearner® 2: Learn Speed Reading & Boost Memory,www.udemy.com/course/become-a-superlearner-2-speed-reading-memory-accelerated-learning/,Jonathan Levi,199.99,11.99,"4.3(19,548 ratings)"
10X Effective Learning: Speed Reading & Memory Booster,www.udemy.com/course/learn-speed-reading-memory-techniques/,Silviu Marisk - Top Instructor,199.99,11.99,"4.6(1,866 ratings)"
Become a Speed Reading MACHINE How To Read 307 Books In 2019,www.udemy.com/course/speed-reading-mastery/,Silviu Marisk - Top Instructor,199.99,11.99,4.6(319 ratings)
Become A Learning Machine 2.0: Read 300 Books This Year,www.udemy.com/course/become-a-learning-machine-read-300-books/,Brandon Hakim,194.99,11.99,"4.1(2,145 ratings)"
The DEFINITIVE course on Speed Reading. All techniques+hacks,www.udemy.com/course/learn-super-reading-hack-your-productivity-10x-guaranteed/,Matt Wong,29.99,11.99,4.5(568 ratings)
Advanced Course - Speed Reading And Memory,www.udemy.com/course/advanced-course-speed-reading-and-memory/,Louay El Charif,199.99,11.99,4.3(44 ratings)
Become A Reading Machine MASTERCLASS: Read 300 Books,www.udemy.com/course/become-a-speed-reading-machine-accelerated-learning-strategies/,Brandon Hakim,199.99,11.99,4.4(91 ratings)
Become A Learning Machine: How To Read 300 Books This Year,www.udemy.com/course/read-300-books/,Brandon Hakim,194.99,11.99,"4.1(1,548 ratings)"
Speed Reading Mastery: Double Your Reading Speed In 7 Days,www.udemy.com/course/speed-reading-mastery-course/,Jordan Harry,19.99,11.99,4.3(190 ratings)
Speed Learning: Learn Fast with Instant Accelerated Learning,www.udemy.com/course/speed-learning-instant-accelerated-learning-beyond-speed-reading/,Matthew Key,94.99,11.99,4.0(115 ratings)
#3 Read Music Notes Fast:   Speed Read 11 Treble Clef Notes,www.udemy.com/course/read-music-notes-fast-l3-how-to-read-music-notes-in-speed/,Rosa Suen,194.99,11.99,4.5(21 ratings)
The 7 Skills of Speed Reading,www.udemy.com/course/the-7-skills-of-speed-reading/,May Ling Lai,59.99,11.99,4.1(18 ratings)
Speed Reading Mastery: Double Your Reading Speed In 30 Days,www.udemy.com/course/ultimate-speed-reading-double-your-reading-speed/,Brandon Hakim,94.99,11.99,4.1(132 ratings)
Improve Your Reading Speed and Comprehension,www.udemy.com/course/improve-your-reading-speed-and-comprehension/,"Ronald Johnson (B.A.) Professional Tutor, Online Instructor",29.99,11.99,4.4(8 ratings)
Speed Reading for Business. Improve focus and comprehension.,www.udemy.com/course/speed-reading-for-business/,Alex Garcez,104.99,11.99,4.2(76 ratings)
The Ultimate Speed Reading Training Program & Formula 2.0 ®,www.udemy.com/course/the-ultimate-speed-reading-training-program-formula-20/,The Best-Selling Author | Noah Merriby ​,199.99,11.99,3.8(43 ratings)
Learning the Hard Way Vol 3 : Speed Reading the Hard Way,www.udemy.com/course/speed-reading-the-hard-way/,Timothy Kenny,199.99,11.39,3.7(29 ratings)
